game_id,final_score_margin,winning_team
21000222,10,home
21000223,11,home
21000224,9,home
21000225,14,home
21000226,9,home
21000227,0,away
21000228,-9,away
21000229,1,home
21000230,8,home
21000231,6,home
21000232,5,home
21000233,-19,away
21000234,-9,away
21000235,-1,away
21000236,6,home
21000237,16,home
21000238,-10,away
21000239,11,home
21000240,3,home
21000241,-11,away
21000242,-18,away
21000243,0,away
21000244,-14,away
21000245,-12,away
21000246,2,home
21000247,1,home
21000248,5,home
21000249,-3,away
21000250,11,home
21000251,6,home
21000252,10,home
21000253,21,home
21000254,-19,away
21000255,11,home
21000256,9,home
21000257,11,home
21000258,2,home
21000259,-9,away
21000260,-20,away
21000261,3,home
21000262,0,away
21000263,19,home
21000264,4,home
21000265,25,home
21000266,-29,away
21000267,16,home
21000268,14,home
21000269,10,home
21000270,11,home
21000271,22,home
21000272,5,home
21000273,-28,away
21000274,-6,away
21000275,0,away
21000276,12,home
21000277,4,home
21000278,5,home
21000279,-13,away
21000280,12,home
21000281,-16,away
21000282,-8,away
21000283,6,home
21000284,5,home
21000285,8,home
21000286,-12,away
21000287,33,home
21000288,12,home
21000289,18,home
21000290,0,away
21000291,34,home
21000292,11,home
21000293,-2,away
21000294,-25,away
21000295,-17,away
21000296,10,home
21000297,5,home
21000298,25,home
21000299,1,home
21000300,17,home
21000301,9,home
21000302,24,home
21000303,-6,away
21000304,7,home
21000305,9,home
21000306,-10,away
21000307,9,home
21000308,7,home
21000309,15,home
21000310,2,home
21000311,20,home
21000312,5,home
21000313,14,home
21000314,7,home
21000315,7,home
21000316,16,home
21000317,-5,away
21000318,3,home
21000319,2,home
21000320,-8,away
21000321,19,home
21000322,17,home
21000323,0,away
21000324,-13,away
21000325,25,home
21000326,-1,away
21000327,-1,away
21000328,13,home
21000329,14,home
21000330,8,home
21000331,-7,away
21000332,-6,away
21000333,4,home
21000334,10,home
21000335,-5,away
21000336,6,home
21000337,16,home
21000338,-7,away
21000339,12,home
21000340,-22,away
21000341,-1,away
21000342,14,home
21000343,-31,away
21000344,-4,away
21000345,31,home
21000346,6,home
21000347,15,home
21000348,-21,away
21000349,4,home
21000350,18,home
21000351,-7,away
21000352,29,home
21000353,17,home
21000354,-9,away
21000355,12,home
21000356,19,home
21000357,13,home
21000358,-4,away
21000359,13,home
21000360,6,home
21000361,-5,away
21000362,-14,away
21000363,23,home
21000364,13,home
21000365,17,home
21000366,9,home
21000367,-15,away
21000368,-2,away
21000369,14,home
21000370,-17,away
21000371,6,home
21000372,33,home
21000373,3,home
21000374,12,home
21000375,2,home
21000376,6,home
21000377,5,home
21000378,8,home
21000379,12,home
21000380,-1,away
21000381,9,home
21000382,-22,away
21000383,-12,away
21000384,6,home
21000385,5,home
21000386,-21,away
21000387,29,home
21000388,15,home
21000389,16,home
21000390,15,home
21000391,5,home
21000392,-8,away
21000393,-1,away
21000394,0,away
21000395,-1,away
21000396,-9,away
21000397,0,away
21000398,2,home
21000399,1,home
21000400,11,home
21000401,7,home
21000402,-10,away
21000403,0,away
21000404,-9,away
21000405,-3,away
21000406,10,home
21000407,-11,away
21000408,1,home
21000409,33,home
21000410,-2,away
21000411,8,home
21000412,26,home
21000413,-9,away
21000414,23,home
21000415,-18,away
21000416,-6,away
21000417,45,home
21000418,-7,away
21000419,0,away
21000420,-19,away
21000421,14,home
21000422,-22,away
21000423,-7,away
21000424,4,home
21000425,14,home
21000426,-5,away
21000427,14,home
21000428,6,home
21000429,-5,away
21000430,22,home
21000431,-5,away
21000432,-12,away
21000433,8,home
21000434,8,home
21000435,-16,away
21000436,8,home
21000437,7,home
21000438,5,home
21000439,-1,away
21000440,0,away
21000441,-14,away
21000442,7,home
21000443,14,home
21000444,-6,away
21000445,5,home
21000446,-16,away
21000447,11,home
21000448,-15,away
21000449,15,home
21000450,-10,away
21000451,7,home
21000452,-5,away
21000453,-1,away
21000454,15,home
21000455,-15,away
21000456,-12,away
21000457,8,home
21000458,13,home
21000459,-8,away
21000460,15,home
21000461,18,home
21000462,10,home
21000463,9,home
21000464,14,home
21000465,12,home
21000466,-6,away
21000467,-15,away
21000468,21,home
21000469,-6,away
21000470,-13,away
21000471,2,home
21000472,-8,away
21000473,9,home
21000474,-6,away
21000475,11,home
21000476,-2,away
21000477,-1,away
21000478,9,home
21000479,9,home
21000480,9,home
21000481,9,home
21000482,17,home
21000483,4,home
21000484,-11,away
21000485,9,home
21000486,7,home
21000487,15,home
21000488,27,home
21000489,12,home
21000490,18,home
21000491,6,home
21000492,6,home
21000493,-9,away
21000494,-14,away
21000495,-9,away
21000496,15,home
21000497,5,home
21000498,-19,away
21000499,-14,away
21000500,20,home
21000501,3,home
21000502,7,home
21000503,7,home
21000504,5,home
21000505,12,home
21000506,13,home
21000507,20,home
21000508,5,home
21000509,3,home
21000510,-6,away
21000511,25,home
21000512,-15,away
21000513,2,home
21000514,10,home
21000515,12,home
21000516,2,home
21000517,0,away
21000518,-7,away
21000519,-3,away
21000520,-23,away
21000521,-4,away
21000522,13,home
21000523,-4,away
21000524,20,home
21000525,-3,away
21000526,6,home
21000527,20,home
21000528,20,home
21000529,15,home
21000530,11,home
21000531,-10,away
21000532,0,away
21000533,-25,away
21000534,18,home
21000535,4,home
21000536,15,home
21000537,15,home
21000538,-23,away
21000539,0,away
21000540,11,home
21000541,9,home
21000542,-10,away
21000543,0,away
21000544,6,home
21000545,14,home
21000546,3,home
21000547,8,home
21000548,-9,away
21000549,0,away
21000550,22,home
21000551,14,home
21000552,-6,away
21000553,13,home
21000554,25,home
21000555,-8,away
21000556,0,away
21000557,-11,away
21000558,34,home
21000559,-14,away
21000560,55,home
21000561,5,home
21000562,13,home
21000563,-3,away
21000564,24,home
21000565,-8,away
21000566,-7,away
21000567,0,away
21000568,-6,away
21000569,0,away
21000570,6,home
21000571,-5,away
21000572,6,home
21000573,12,home
21000574,1,home
21000575,28,home
21000576,-13,away
21000577,1,home
21000578,-6,away
21000579,5,home
21000580,-10,away
21000581,12,home
21000582,0,away
21000583,22,home
21000584,4,home
21000585,10,home
21000586,12,home
21000587,-6,away
21000588,-7,away
21000589,3,home
21000590,4,home
21000591,3,home
21000592,19,home
21000593,-9,away
21000594,28,home
21000595,7,home
21000596,7,home
21000597,13,home
21000598,-8,away
21000599,7,home
21000600,-12,away
21000601,0,away
21000602,9,home
21000603,4,home
21000604,14,home
21000605,7,home
21000606,2,home
21000607,9,home
21000608,3,home
21000609,11,home
21000610,7,home
21000611,0,away
21000612,-1,away
21000613,-8,away
21000614,8,home
21000615,0,away
21000616,4,home
21000617,13,home
21000618,0,away
21000619,15,home
21000620,9,home
21000621,9,home
21000622,5,home
21000623,0,away
21000624,2,home
21000625,15,home
21000626,3,home
21000627,5,home
21000628,15,home
21000629,15,home
21000630,40,home
21000631,-41,away
21000632,24,home
21000633,-14,away
21000634,-18,away
21000635,5,home
21000636,9,home
21000637,-10,away
21000638,0,away
21000639,-16,away
21000640,-1,away
21000641,2,home
21000642,1,home
21000643,17,home
21000644,11,home
21000645,13,home
21000646,24,home
21000647,3,home
21000648,-14,away
21000649,-13,away
21000650,5,home
21000651,4,home
21000652,14,home
21000653,2,home
21000654,-7,away
21000655,10,home
21000656,-2,away
21000657,9,home
21000658,9,home
21000659,-4,away
21000660,2,home
21000661,-15,away
21000662,-11,away
21000663,-11,away
21000664,17,home
21000665,7,home
21000666,-5,away
21000667,29,home
21000668,-15,away
21000669,5,home
21000670,-13,away
21000671,-9,away
21000672,8,home
21000673,0,away
21000674,13,home
21000675,-7,away
21000676,-7,away
21000677,-9,away
21000678,5,home
21000679,5,home
21000680,-10,away
21000681,32,home
21000682,-5,away
21000683,0,away
21000684,9,home
21000685,-14,away
21000686,1,home
21000687,9,home
21000688,0,away
21000689,8,home
21000690,17,home
21000691,0,away
21000692,-5,away
21000693,21,home
21000694,14,home
21000695,16,home
21000696,11,home
21000697,10,home
21000698,13,home
21000699,6,home
21000700,15,home
21000701,-5,away
21000702,-13,away
21000703,16,home
21000704,11,home
21000705,18,home
21000706,2,home
21000707,15,home
21000708,11,home
21000709,16,home
21000710,27,home
21000711,3,home
21000712,10,home
21000713,5,home
21000714,7,home
21000715,8,home
21000716,13,home
21000717,-5,away
21000718,0,away
21000719,13,home
21000720,-5,away
21000721,-14,away
21000722,-10,away
21000723,-16,away
21000724,-18,away
21000725,11,home
21000726,19,home
21000727,15,home
21000728,-1,away
21000729,-18,away
21000730,-4,away
21000731,6,home
21000732,-1,away
21000733,-12,away
21000734,13,home
21000735,2,home
21000736,11,home
21000737,-18,away
21000738,1,home
21000739,10,home
21000740,-4,away
21000741,7,home
21000742,-4,away
21000743,-13,away
21000744,-7,away
21000745,-9,away
21000746,-7,away
21000747,-6,away
21000748,-6,away
21000749,0,away
21000750,-11,away
21000751,-13,away
21000752,-16,away
21000753,11,home
21000754,18,home
21000755,-19,away
21000756,14,home
21000757,11,home
21000758,5,home
21000759,-9,away
21000760,-12,away
21000761,3,home
21000762,-5,away
21000763,6,home
21000764,-3,away
21000765,-12,away
21000766,-34,away
21000767,16,home
21000768,-11,away
21000769,5,home
21000770,18,home
21000771,0,away
21000772,-4,away
21000773,-9,away
21000774,1,home
21000775,0,away
21000776,-4,away
21000777,-11,away
21000778,15,home
21000779,-8,away
21000780,-5,away
21000781,-2,away
21000782,2,home
21000783,-6,away
21000784,24,home
21000785,1,home
21000786,-5,away
21000787,11,home
21000788,-6,away
21000789,6,home
21000790,-6,away
21000791,0,away
21000792,-14,away
21000793,-17,away
21000794,3,home
21000795,-12,away
21000796,-2,away
21000797,-10,away
21000798,-24,away
21000799,-20,away
21000800,-9,away
21000801,-4,away
21000802,-6,away
21000803,-2,away
21000804,3,home
21000805,14,home
21000806,-15,away
21000807,-5,away
21000808,5,home
21000809,8,home
21000810,-5,away
21000811,6,home
21000812,20,home
21000813,-17,away
21000814,-15,away
21000815,24,home
21000816,-14,away
21000817,19,home
21000818,-7,away
21000819,12,home
21000820,11,home
21000821,30,home
21000822,1,home
21000823,13,home
21000824,25,home
21000825,-8,away
21000826,14,home
21000827,5,home
21000828,0,away
21000829,12,home
21000830,-8,away
21000831,16,home
21000832,-9,away
21000833,-7,away
21000834,-7,away
21000835,7,home
21000836,10,home
21000837,-6,away
21000838,13,home
21000839,-17,away
21000840,-8,away
21000841,20,home
21000842,6,home
21000843,23,home
21000844,13,home
21000845,-22,away
21000846,24,home
21000847,-5,away
21000848,1,home
21000849,-6,away
21000850,23,home
21000851,5,home
21000852,6,home
21000853,-9,away
21000854,11,home
21000855,4,home
21000856,19,home
21000857,8,home
21000858,0,away
21000859,4,home
21000860,14,home
21000861,12,home
21000862,-11,away
21000863,16,home
21000864,-18,away
21000865,6,home
21000866,8,home
21000867,23,home
21000868,-14,away
21000869,10,home
21000870,-16,away
21000871,13,home
21000872,0,away
21000873,-6,away
21000874,4,home
21000875,28,home
21000876,15,home
21000877,-8,away
21000878,-7,away
21000879,0,away
21000880,-3,away
21000881,-4,away
21000882,3,home
21000883,14,home
21000884,-18,away
21000885,-2,away
21000886,7,home
21000887,-5,away
21000888,-7,away
21000889,0,away
21000890,-28,away
21000891,10,home
21000892,-5,away
21000893,6,home
21000894,9,home
21000895,6,home
21000896,-8,away
21000897,6,home
21000898,16,home
21000899,2,home
21000900,-11,away
21000901,-16,away
21000902,3,home
21000903,-10,away
21000904,-4,away
21000905,12,home
21000906,-11,away
21000907,19,home
21000908,24,home
21000909,40,home
21000910,-5,away
21000911,3,home
21000912,-3,away
21000913,-2,away
21000914,13,home
21000915,-8,away
21000916,11,home
21000917,-7,away
21000918,4,home
21000919,-4,away
21000920,-7,away
21000921,8,home
21000922,-14,away
21000923,30,home
21000924,8,home
21000925,0,away
21000926,7,home
21000927,17,home
21000928,0,away
21000929,24,home
21000930,6,home
21000931,-1,away
21000932,-16,away
21000933,-13,away
21000934,11,home
21000935,0,away
21000936,-15,away
21000937,0,away
21000938,-1,away
21000939,-6,away
21000940,-5,away
21000941,-4,away
21000942,22,home
21000943,8,home
21000944,6,home
21000945,-3,away
21000946,-22,away
21000947,-14,away
21000948,-10,away
21000949,-10,away
21000950,-19,away
21000951,-9,away
21000952,3,home
21000953,-17,away
21000954,4,home
21000955,0,away
21000956,-2,away
21000957,-5,away
21000958,-2,away
21000959,20,home
21000960,26,home
21000961,1,home
21000962,7,home
21000963,-4,away
21000964,6,home
21000965,18,home
21000966,-19,away
21000967,5,home
21000968,0,away
21000969,3,home
21000970,10,home
21000971,18,home
21000972,21,home
21000973,10,home
21000974,5,home
21000975,0,away
21000976,33,home
21000977,9,home
21000978,-21,away
21000979,18,home
21000980,28,home
21000981,12,home
21000982,-5,away
21000983,-8,away
21000984,30,home
21000985,-20,away
21000986,-5,away
21000987,-23,away
21000988,31,home
21000989,-13,away
21000990,23,home
21000991,9,home
21000992,-27,away
21000993,30,home
21000994,23,home
21000995,-11,away
21000996,2,home
21000997,0,away
21000998,10,home
21000999,13,home
21001000,2,home
21001001,19,home
21001002,3,home
21001003,-15,away
21001004,12,home
21100001,2,home
21100002,-11,away
21100003,-1,away
21100004,8,home
21100005,-19,away
21100006,-6,away
21100007,1,home
21100008,9,home
21100009,-8,away
21100010,12,home
21100011,-4,away
21100012,-22,away
21100013,13,home
21100014,-1,away
21100015,9,home
21100016,4,home
21100017,8,home
21100018,-36,away
21100019,8,home
21100020,3,home
21100021,22,home
21100022,25,home
21100023,-5,away
21100024,-1,away
21100025,18,home
21100026,-16,away
21100027,-3,away
21100028,19,home
21100029,25,home
21100030,17,home
21100031,-20,away
21100032,14,home
21100033,16,home
21100034,20,home
21100035,2,home
21100036,-10,away
21100037,9,home
21100038,17,home
21100039,-21,away
21100040,0,away
21100041,11,home
21100042,7,home
21100043,20,home
21100044,-15,away
21100045,-2,away
21100046,21,home
21100047,13,home
21100048,3,home
21100049,-13,away
21100050,3,home
21100051,8,home
21100052,11,home
21100053,10,home
21100054,-22,away
21100055,15,home
21100056,-28,away
21100057,-8,away
21100058,6,home
21100059,39,home
21100060,16,home
21100061,17,home
21100062,40,home
21100063,9,home
21100064,16,home
21100065,5,home
21100066,11,home
21100067,8,home
21100068,-14,away
21100069,-5,away
21100070,-8,away
21100071,11,home
21100072,10,home
21100073,13,home
21100074,5,home
21100075,4,home
21100076,14,home
21100077,2,home
21100078,17,home
21100079,-10,away
21100080,12,home
21100081,9,home
21100082,15,home
21100083,18,home
21100084,19,home
21100085,-8,away
21100086,35,home
21100087,-16,away
21100088,-8,away
21100089,-4,away
21100090,9,home
21100091,6,home
21100092,27,home
21100093,28,home
21100094,0,away
21100095,22,home
21100096,3,home
21100097,11,home
21100098,-12,away
21100099,23,home
21100100,-3,away
21100101,0,away
21100102,-13,away
21100103,-14,away
21100104,-8,away
21100105,15,home
21100106,-11,away
21100107,9,home
21100108,25,home
21100109,7,home
21100110,15,home
21100111,22,home
21100112,-11,away
21100113,-23,away
21100114,35,home
21100115,-3,away
21100116,4,home
21100117,15,home
21100118,6,home
21100119,-1,away
21100120,-21,away
21100121,-7,away
21100122,12,home
21100123,16,home
21100124,20,home
21100125,8,home
21100126,10,home
21100127,10,home
21100128,-5,away
21100129,4,home
21100130,24,home
21100131,-13,away
21100132,27,home
21100133,15,home
21100134,-12,away
21100135,-14,away
21100136,3,home
21100137,-5,away
21100138,-11,away
21100139,8,home
21100140,8,home
21100141,16,home
21100142,0,away
21100143,-7,away
21100144,12,home
21100145,6,home
21100146,-5,away
21100147,14,home
21100148,-10,away
21100149,0,away
21100150,8,home
21100151,0,away
21100152,-3,away
21100153,0,away
21100154,30,home
21100155,9,home
21100156,11,home
21100157,-11,away
21100158,-8,away
21100159,-5,away
21100160,31,home
21100161,-17,away
21100162,-9,away
21100163,-7,away
21100164,14,home
21100165,26,home
21100166,16,home
21100167,-7,away
21100168,13,home
21100169,5,home
21100170,-13,away
21100171,12,home
21100172,2,home
21100173,14,home
21100174,13,home
21100175,9,home
21100176,0,away
21100177,12,home
21100178,39,home
21100179,13,home
21100180,8,home
21100181,-8,away
21100182,-10,away
21100183,11,home
21100184,-9,away
21100185,16,home
21100186,12,home
21100187,-8,away
21100188,-8,away
21100189,9,home
21100190,-7,away
21100191,10,home
21100192,-9,away
21100193,13,home
21100194,3,home
21100195,7,home
21100196,-10,away
21100197,22,home
21100198,21,home
21100199,-10,away
21100200,17,home
21100201,29,home
21100202,0,away
21100203,3,home
21100204,0,away
21100205,23,home
21100206,7,home
21100207,-3,away
21100208,3,home
21100209,-6,away
21100210,8,home
21100211,4,home
21100212,2,home
21100213,11,home
21100214,0,away
21100215,-3,away
21100216,-10,away
21100217,14,home
21100218,-4,away
